date,team_a,team_b,goals_a,goals_b,form_a,form_b,avg_goals_scored_a,avg_goals_conceded_a,avg_goals_scored_b,avg_goals_conceded_b,gd_form_a,gd_form_b,h2h_winner_a
2023-10-06,HC Litvínov,BK Mladá Boleslav,2,0,0.3,0.35,1.5,3.2,1.8,2.1,-1.7,-0.3,0.6666666666666666
2023-10-06,BK Mladá Boleslav,HC Energie Karlovy Vary,2,1,0.35,0.4,1.8,2.1,3.7,3.2,-0.3,0.5,0.2
2023-10-07,Rytíři Kladno,HC Kometa Brno,0,3,0.25,0.85,2.0,3.3,3.3,2.0,-1.3,1.3,0.5
2023-10-07,Rytíři Kladno,Mountfield HK,4,3,0.25,0.45,2.0,3.3,3.1,3.2,-1.3,-0.1,0.5
2023-10-07,HC Škoda Plzeň,Mountfield HK,4,0,0.35,0.45,3.2,3.6,3.1,3.2,-0.4,-0.1,0.6
2023-10-07,HC Energie Karlovy Vary,HC Olomouc,0,3,0.3,0.5,3.2,3.6,3.0,2.8,-0.4,0.2,1.0
2023-10-07,Mountfield HK,BK Mladá Boleslav,3,0,0.45,0.35,3.1,3.2,1.8,2.1,-0.1,-0.3,0.75
2023-10-07,Bílí Tygři Liberec,HC Dynamo Pardubice,1,2,0.3,0.75,2.3,4.8,4.5,3.0,-2.5,1.5,0.5
2023-10-08,HC Oceláři Třinec,HC Škoda Plzeň,3,3,0.75,0.35,3.7,2.4,3.1,3.6,1.3,-0.5,0.5
2023-10-08,HC Sparta Praha,Bílí Tygři Liberec,4,3,0.75,0.3,3.6,2.9,2.4,4.5,0.7,-2.1,0.5
2023-10-08,HC Oceláři Třinec,Mountfield HK,1,3,0.75,0.4,3.7,2.4,2.6,3.0,1.3,-0.4,0.0
2023-10-08,HC Motor České Budějovice,HC Sparta Praha,2,2,0.55,0.75,2.8,1.9,3.6,2.9,0.9,0.7,0.0
2023-10-08,HC Litvínov,HC Vítkovice Ridera,1,4,0.3,0.55,1.5,3.1,3.6,3.5,-1.6,0.1,0.0
2023-10-08,HC Sparta Praha,HC Oceláři Třinec,4,2,0.75,0.75,3.6,2.9,3.7,2.4,0.7,1.3,0.5
2023-10-09,BK Mladá Boleslav,HC Motor České Budějovice,1,3,0.35,0.6,1.6,2.1,3.0,1.7,-0.5,1.3,0.4
2023-10-09,HC Energie Karlovy Vary,BK Mladá Boleslav,3,6,0.2,0.35,2.6,3.6,1.6,2.1,-1.0,-0.5,0.6666666666666666
2023-10-09,HC Motor České Budějovice,HC Vítkovice Ridera,5,2,0.6,0.55,3.0,1.7,3.6,3.4,1.3,0.2,0.6666666666666666
2023-10-09,Rytíři Kladno,HC Energie Karlovy Vary,0,2,0.3,0.2,2.2,3.5,2.6,3.6,-1.3,-1.0,0.3333333333333333
2023-10-09,HC Olomouc,HC Sparta Praha,0,2,0.6,0.8,3.1,2.4,3.6,2.8,0.7,0.8,0.0
2023-10-10,BK Mladá Boleslav,HC Škoda Plzeň,2,4,0.3,0.35,2.0,2.5,3.3,3.8,-0.5,-0.5,0.6
2023-10-10,BK Mladá Boleslav,Mountfield HK,1,4,0.3,0.4,2.0,2.5,2.3,2.8,-0.5,-0.5,0.16666666666666666
2023-10-10,Rytíři Kladno,HC Kometa Brno,2,2,0.3,0.95,1.9,3.1,3.5,1.8,-1.2,1.7,0.3333333333333333
2023-10-10,HC Oceláři Třinec,BK Mladá Boleslav,5,2,0.5,0.3,2.8,2.9,2.0,2.5,-0.1,-0.5,0.5
2023-10-10,HC Olomouc,HC Sparta Praha,6,7,0.6,0.9,2.9,2.3,3.5,2.2,0.6,1.3,0.0
2023-10-11,Bílí Tygři Liberec,HC Olomouc,3,1,0.3,0.55,2.5,4.3,3.2,2.7,-1.8,0.5,0.5
2023-10-11,HC Olomouc,HC Energie Karlovy Vary,3,6,0.55,0.2,3.2,2.7,2.0,3.7,0.5,-1.7,0.5
2023-10-11,HC Energie Karlovy Vary,HC Litvínov,1,7,0.2,0.2,2.0,3.7,1.3,3.3,-1.7,-2.0,0.625
2023-10-11,Mountfield HK,HC Škoda Plzeň,2,2,0.45,0.4,2.5,2.7,3.4,3.7,-0.2,-0.3,0.3333333333333333
2023-10-11,HC Vítkovice Ridera,HC Oceláři Třinec,3,2,0.55,0.6,3.5,3.5,3.2,2.5,0.0,0.7,0.5
2023-10-12,Mountfield HK,HC Oceláři Třinec,5,2,0.5,0.5,2.3,2.4,2.8,2.4,-0.1,0.4,1.0
2023-10-12,HC Motor České Budějovice,HC Vítkovice Ridera,4,2,0.7,0.55,3.5,1.8,3.4,3.4,1.7,0.0,0.75
2023-10-12,HC Litvínov,HC Škoda Plzeň,7,0,0.3,0.4,1.8,2.9,3.6,3.9,-1.1,-0.3,0.5
2023-10-12,Bílí Tygři Liberec,HC Dynamo Pardubice,4,4,0.4,0.8,2.6,3.5,4.2,2.6,-0.9,1.6,0.4166666666666667
2023-10-12,Rytíři Kladno,BK Mladá Boleslav,0,1,0.35,0.2,2.0,3.0,1.6,3.0,-1.0,-1.4,0.0
2023-10-13,Bílí Tygři Liberec,HC Olomouc,2,1,0.45,0.45,2.8,3.1,2.7,3.0,-0.3,-0.3,0.625
2023-10-13,HC Oceláři Třinec,Mountfield HK,2,3,0.45,0.6,2.8,2.7,2.7,2.4,0.1,0.3,0.0
2023-10-13,HC Dynamo Pardubice,HC Vítkovice Ridera,4,6,0.8,0.45,4.2,2.6,3.4,3.7,1.6,-0.3,0.5
2023-10-13,HC Litvínov,HC Oceláři Třinec,2,2,0.4,0.45,2.4,2.3,2.8,2.7,0.1,0.1,0.3333333333333333
2023-10-13,HC Motor České Budějovice,HC Dynamo Pardubice,3,5,0.7,0.8,3.3,1.9,4.2,2.6,1.4,1.6,0.0
2023-10-14,BK Mladá Boleslav,Rytíři Kladno,4,0,0.3,0.35,1.6,2.8,1.8,2.5,-1.2,-0.7,1.0
2023-10-14,Bílí Tygři Liberec,HC Sparta Praha,6,5,0.55,0.95,2.8,2.7,3.9,2.5,0.1,1.4,0.3333333333333333
2023-10-14,Bílí Tygři Liberec,HC Olomouc,5,5,0.55,0.45,2.8,2.7,2.5,2.8,0.1,-0.3,0.7
2023-10-14,HC Oceláři Třinec,HC Kometa Brno,4,5,0.4,0.9,2.4,2.7,3.3,1.8,-0.3,1.5,1.0
2023-10-14,HC Dynamo Pardubice,HC Oceláři Třinec,3,0,0.7,0.4,4.2,3.3,2.4,2.7,0.9,-0.3,0.5
2023-10-15,HC Škoda Plzeň,HC Litvínov,4,4,0.4,0.45,2.9,3.7,2.6,2.4,-0.8,0.2,0.25
2023-10-15,BK Mladá Boleslav,HC Oceláři Třinec,3,6,0.4,0.2,1.9,2.5,2.3,3.3,-0.6,-1.0,0.4
2023-10-15,Mountfield HK,HC Energie Karlovy Vary,0,1,0.7,0.3,2.9,2.1,2.3,3.6,0.8,-1.3,0.5
2023-10-15,HC Kometa Brno,HC Energie Karlovy Vary,2,5,0.9,0.3,3.5,2.0,2.3,3.6,1.5,-1.3,1.0
2023-10-15,HC Škoda Plzeň,BK Mladá Boleslav,1,1,0.4,0.4,2.9,3.7,1.9,2.5,-0.8,-0.6,0.5
2023-10-16,BK Mladá Boleslav,HC Oceláři Třinec,3,9,0.35,0.25,2.1,2.9,2.6,3.3,-0.8,-0.7,0.3333333333333333
2023-10-16,HC Vítkovice Ridera,HC Škoda Plzeň,5,3,0.5,0.4,3.7,3.8,2.8,3.6,-0.1,-0.8,0.5
2023-10-16,HC Sparta Praha,Mountfield HK,3,3,0.85,0.65,4.0,3.0,2.6,1.9,1.0,0.7,0.5
2023-10-16,HC Olomouc,HC Škoda Plzeň,5,1,0.4,0.4,2.7,3.1,2.8,3.6,-0.4,-0.8,1.0
2023-10-16,HC Vítkovice Ridera,HC Sparta Praha,3,7,0.5,0.85,3.7,3.8,4.0,3.0,-0.1,1.0,0.6
2023-10-17,Rytíři Kladno,BK Mladá Boleslav,1,2,0.25,0.35,1.4,2.7,2.4,3.5,-1.3,-1.1,0.0
2023-10-17,HC Dynamo Pardubice,HC Sparta Praha,4,2,0.7,0.8,4.2,3.2,4.3,3.1,1.0,1.2,0.75
2023-10-17,HC Energie Karlovy Vary,HC Motor České Budějovice,3,5,0.5,0.7,2.4,3.0,3.6,2.2,-0.6,1.4,0.0
2023-10-17,HC Energie Karlovy Vary,HC Litvínov,3,2,0.5,0.5,2.4,3.0,2.9,2.2,-0.6,0.7,0.5
2023-10-17,Rytíři Kladno,HC Dynamo Pardubice,3,3,0.25,0.7,1.4,2.7,4.2,3.2,-1.3,1.0,0.0
2023-10-18,HC Olomouc,HC Dynamo Pardubice,2,1,0.4,0.65,2.7,2.8,3.4,2.8,-0.1,0.6,0.5
2023-10-18,HC Škoda Plzeň,Mountfield HK,3,1,0.4,0.6,2.5,3.4,2.6,2.0,-0.9,0.6,0.6428571428571429
2023-10-18,HC Olomouc,HC Kometa Brno,4,1,0.4,0.8,2.7,2.8,3.3,2.2,-0.1,1.1,0.5
2023-10-18,HC Olomouc,HC Motor České Budějovice,1,1,0.4,0.75,2.7,2.8,3.9,2.3,-0.1,1.6,1.0
2023-10-18,HC Olomouc,HC Kometa Brno,1,1,0.4,0.8,2.7,2.8,3.3,2.2,-0.1,1.1,0.5
2023-10-19,HC Oceláři Třinec,HC Motor České Budějovice,6,3,0.35,0.7,3.4,3.3,3.5,2.3,0.1,1.2,0.6
2023-10-19,Bílí Tygři Liberec,HC Škoda Plzeň,1,1,0.6,0.5,3.6,3.1,2.5,3.0,0.5,-0.5,0.5
2023-10-19,HC Motor České Budějovice,HC Olomouc,2,5,0.7,0.45,3.5,2.3,2.9,2.8,1.2,0.1,0.16666666666666666
2023-10-19,HC Energie Karlovy Vary,HC Sparta Praha,3,3,0.5,0.7,2.5,3.0,4.0,3.2,-0.5,0.8,0.5
2023-10-19,HC Vítkovice Ridera,HC Dynamo Pardubice,3,3,0.5,0.65,3.5,4.0,3.4,2.8,-0.5,0.6,0.6666666666666666
2023-10-20,HC Olomouc,HC Oceláři Třinec,6,5,0.55,0.45,2.8,2.3,3.8,3.2,0.5,0.6,0.5
2023-10-20,Bílí Tygři Liberec,HC Olomouc,0,3,0.55,0.55,3.3,2.9,2.8,2.3,0.4,0.5,0.6666666666666666
2023-10-20,HC Sparta Praha,HC Energie Karlovy Vary,6,3,0.65,0.55,3.9,3.2,2.7,3.1,0.7,-0.4,0.5
2023-10-20,HC Energie Karlovy Vary,BK Mladá Boleslav,2,2,0.55,0.45,2.7,3.1,2.5,3.3,-0.4,-0.8,0.5714285714285714
2023-10-20,Bílí Tygři Liberec,HC Škoda Plzeň,1,1,0.55,0.45,3.3,2.9,2.2,3.1,0.4,-0.9,0.5
2023-10-21,HC Sparta Praha,HC Kometa Brno,1,7,0.65,0.65,4.1,3.2,3.0,2.6,0.9,0.4,0.25
2023-10-21,HC Dynamo Pardubice,HC Oceláři Třinec,2,5,0.6,0.35,3.2,2.7,3.8,3.6,0.5,0.2,0.75
2023-10-21,HC Oceláři Třinec,HC Kometa Brno,4,4,0.35,0.65,3.8,3.6,3.0,2.6,0.2,0.4,0.5
2023-10-21,Bílí Tygři Liberec,HC Kometa Brno,2,2,0.5,0.65,2.6,2.7,3.0,2.6,-0.1,0.4,0.5
2023-10-21,HC Škoda Plzeň,HC Dynamo Pardubice,1,4,0.45,0.6,2.0,2.9,3.2,2.7,-0.9,0.5,0.0
2023-10-22,HC Sparta Praha,HC Škoda Plzeň,5,6,0.6,0.35,4.0,3.7,1.7,3.1,0.3,-1.4,0.5
2023-10-22,HC Škoda Plzeň,Mountfield HK,1,5,0.35,0.6,1.7,3.1,2.4,1.9,-1.4,0.5,0.6875
2023-10-22,HC Motor České Budějovice,BK Mladá Boleslav,2,2,0.6,0.4,3.4,2.9,2.1,3.2,0.5,-1.1,0.6666666666666666
2023-10-22,HC Vítkovice Ridera,BK Mladá Boleslav,2,1,0.55,0.4,3.4,3.8,2.1,3.2,-0.4,-1.1,0.5
2023-10-22,BK Mladá Boleslav,Mountfield HK,0,6,0.4,0.6,2.1,3.2,2.4,1.9,-1.1,0.5,0.125
2023-10-23,HC Olomouc,BK Mladá Boleslav,4,3,0.75,0.45,3.3,1.9,1.9,2.9,1.4,-1.0,0.5
2023-10-23,HC Sparta Praha,HC Motor České Budějovice,2,1,0.5,0.55,4.1,4.1,3.0,2.9,0.0,0.1,0.8333333333333334
2023-10-23,HC Motor České Budějovice,HC Vítkovice Ridera,5,2,0.55,0.55,3.0,2.9,3.2,3.6,0.1,-0.4,0.8
2023-10-23,HC Kometa Brno,HC Škoda Plzeň,2,2,0.6,0.4,3.1,2.5,2.2,3.2,0.6,-1.0,1.0
2023-10-23,HC Dynamo Pardubice,BK Mladá Boleslav,4,4,0.55,0.45,3.3,2.9,1.9,2.9,0.4,-1.0,1.0
2023-10-24,HC Vítkovice Ridera,HC Motor České Budějovice,2,3,0.55,0.5,3.2,3.5,3.1,3.0,-0.3,0.1,0.16666666666666666
2023-10-24,HC Litvínov,BK Mladá Boleslav,2,3,0.45,0.3,2.8,2.2,2.1,3.7,0.6,-1.6,0.75
2023-10-24,HC Sparta Praha,HC Motor České Budějovice,1,1,0.5,0.5,4.1,4.2,3.1,3.0,-0.1,0.1,0.875
2023-10-24,HC Oceláři Třinec,Rytíři Kladno,3,0,0.5,0.2,4.3,3.4,1.3,2.5,0.9,-1.2,0.75
2023-10-24,HC Motor České Budějovice,HC Energie Karlovy Vary,3,3,0.5,0.6,3.1,3.0,2.9,3.0,0.1,-0.1,1.0
2023-10-25,HC Dynamo Pardubice,HC Kometa Brno,2,1,0.55,0.55,3.3,2.9,2.9,2.5,0.4,0.4,0.5
2023-10-25,HC Vítkovice Ridera,HC Olomouc,9,3,0.45,0.85,3.0,3.7,3.6,2.0,-0.7,1.6,0.75
2023-10-25,HC Vítkovice Ridera,Bílí Tygři Liberec,5,3,0.45,0.55,3.0,3.7,2.7,2.7,-0.7,0.0,1.0
2023-10-25,HC Oceláři Třinec,Mountfield HK,4,4,0.6,0.7,4.4,3.1,3.2,1.6,1.3,1.6,0.0
2023-10-25,HC Motor České Budějovice,HC Škoda Plzeň,6,3,0.5,0.4,2.6,2.7,2.0,3.0,-0.1,-1.0,0.5
2023-11-01,Bílí Tygři Liberec,Mountfield HK,3,4,0.55,0.65,2.7,2.8,3.3,1.9,-0.1,1.4,0.0
2023-11-01,HC Motor České Budějovice,Mountfield HK,3,3,0.5,0.65,2.7,2.7,3.3,1.9,0.0,1.4,0.6666666666666666
2023-11-01,Rytíři Kladno,HC Motor České Budějovice,1,5,0.2,0.5,1.3,2.7,2.7,2.7,-1.4,0.0,0.25
2023-11-01,BK Mladá Boleslav,HC Energie Karlovy Vary,2,2,0.4,0.55,2.1,3.3,3.0,3.3,-1.2,-0.3,0.4375
2023-11-01,HC Kometa Brno,HC Oceláři Třinec,0,3,0.45,0.6,2.7,2.7,4.6,3.3,0.0,1.3,0.5
2023-11-02,HC Dynamo Pardubice,HC Motor České Budějovice,5,3,0.65,0.6,3.1,2.4,3.1,2.4,0.7,0.7,1.0
2023-11-02,BK Mladá Boleslav,HC Oceláři Třinec,2,5,0.4,0.7,2.2,3.4,4.5,2.8,-1.2,1.7,0.2857142857142857
2023-11-02,HC Motor České Budějovice,HC Škoda Plzeň,2,4,0.6,0.35,3.1,2.4,2.2,3.5,0.7,-1.3,0.6666666666666666
2023-11-02,HC Sparta Praha,HC Motor České Budějovice,1,1,0.45,0.6,3.5,3.7,3.1,2.4,-0.2,0.7,0.8
2023-11-02,HC Vítkovice Ridera,BK Mladá Boleslav,2,3,0.55,0.4,3.9,3.6,2.2,3.4,0.3,-1.2,1.0
2023-11-03,Bílí Tygři Liberec,HC Vítkovice Ridera,2,2,0.45,0.55,2.7,3.1,3.9,3.5,-0.4,0.4,0.0
2023-11-03,HC Olomouc,HC Vítkovice Ridera,4,3,0.8,0.55,3.4,2.4,3.9,3.5,1.0,0.4,0.16666666666666666
2023-11-03,HC Sparta Praha,HC Vítkovice Ridera,4,2,0.5,0.55,3.1,3.2,3.9,3.5,-0.1,0.4,0.5
2023-11-03,Mountfield HK,Bílí Tygři Liberec,3,6,0.65,0.45,3.4,2.2,2.7,3.1,1.2,-0.4,1.0
2023-11-03,Rytíři Kladno,HC Motor České Budějovice,0,2,0.2,0.6,1.1,2.8,3.2,2.5,-1.7,0.7,0.16666666666666666
2023-11-04,BK Mladá Boleslav,HC Kometa Brno,4,2,0.4,0.4,2.2,3.1,2.5,2.8,-0.9,-0.3,0.0
2023-11-04,HC Sparta Praha,HC Olomouc,4,4,0.55,0.8,3.2,3.1,3.3,2.6,0.1,0.7,1.0
2023-11-04,HC Škoda Plzeň,Bílí Tygři Liberec,2,1,0.45,0.45,2.3,3.2,2.9,3.1,-0.9,-0.2,0.5
2023-11-04,HC Olomouc,HC Motor České Budějovice,3,2,0.8,0.6,3.3,2.6,2.9,2.3,0.7,0.6,0.875
2023-11-04,BK Mladá Boleslav,HC Vítkovice Ridera,5,3,0.4,0.4,2.2,3.1,3.2,3.1,-0.9,0.1,0.5
2023-11-05,HC Dynamo Pardubice,HC Oceláři Třinec,3,2,0.65,0.8,3.1,2.4,5.0,2.7,0.7,2.3,0.5
2023-11-05,HC Olomouc,HC Vítkovice Ridera,2,3,0.75,0.35,3.4,3.0,3.2,3.3,0.4,-0.1,0.375
2023-11-05,Rytíři Kladno,HC Olomouc,2,2,0.2,0.75,1.1,2.7,3.4,3.0,-1.6,0.4,0.0
2023-11-05,HC Sparta Praha,HC Litvínov,0,6,0.5,0.45,2.9,3.2,2.9,2.2,-0.3,0.7,0.875
2023-11-05,HC Energie Karlovy Vary,HC Olomouc,4,0,0.5,0.75,2.6,3.2,3.4,3.0,-0.6,0.4,0.6666666666666666
2023-11-06,HC Litvínov,HC Škoda Plzeň,1,2,0.55,0.55,3.4,1.8,2.4,2.8,1.6,-0.4,0.6666666666666666
2023-11-06,HC Motor České Budějovice,HC Škoda Plzeň,1,1,0.5,0.55,2.8,2.4,2.4,2.8,0.4,-0.4,0.5
2023-11-06,Bílí Tygři Liberec,HC Motor České Budějovice,5,3,0.35,0.5,2.4,2.8,2.8,2.4,-0.4,0.4,1.0
2023-11-06,HC Olomouc,HC Oceláři Třinec,5,6,0.6,0.7,3.1,3.5,4.6,2.7,-0.4,1.9,1.0
2023-11-06,HC Škoda Plzeň,HC Motor České Budějovice,3,0,0.55,0.5,2.4,2.8,2.8,2.4,-0.4,0.4,0.5
2023-11-07,HC Motor České Budějovice,HC Kometa Brno,3,2,0.35,0.3,2.2,2.6,2.2,2.8,-0.4,-0.6,0.0
2023-11-07,HC Motor České Budějovice,Rytíři Kladno,1,1,0.35,0.15,2.2,2.6,0.9,2.6,-0.4,-1.7,0.875
2023-11-07,Mountfield HK,HC Vítkovice Ridera,2,2,0.55,0.35,3.2,2.6,3.3,3.4,0.6,-0.1,0.5
2023-11-07,Mountfield HK,HC Dynamo Pardubice,2,2,0.55,0.65,3.2,2.6,3.1,2.6,0.6,0.5,0.25
2023-11-07,BK Mladá Boleslav,HC Olomouc,4,1,0.5,0.5,2.7,3.2,3.0,3.6,-0.5,-0.6,0.3333333333333333
2023-11-08,HC Kometa Brno,Bílí Tygři Liberec,2,1,0.3,0.4,2.2,2.6,2.4,2.6,-0.4,-0.2,0.5
2023-11-08,Bílí Tygři Liberec,HC Litvínov,4,1,0.4,0.5,2.4,2.6,3.4,1.9,-0.2,1.5,0.5
2023-11-08,HC Sparta Praha,HC Litvínov,3,1,0.5,0.5,2.7,3.4,3.4,1.9,-0.7,1.5,0.7
2023-11-08,HC Olomouc,HC Litvínov,4,0,0.4,0.5,2.8,4.0,3.4,1.9,-1.2,1.5,0.5
2023-11-08,HC Dynamo Pardubice,HC Škoda Plzeň,4,0,0.6,0.6,2.9,2.6,2.5,2.7,0.3,-0.2,1.0
2023-11-09,Bílí Tygři Liberec,HC Sparta Praha,1,6,0.45,0.55,2.8,2.5,2.7,3.2,0.3,-0.5,0.5
2023-11-09,HC Dynamo Pardubice,HC Litvínov,4,3,0.65,0.3,3.0,2.3,2.6,2.5,0.7,0.1,1.0
2023-11-09,HC Dynamo Pardubice,HC Sparta Praha,7,3,0.65,0.55,3.0,2.3,2.7,3.2,0.7,-0.5,0.8333333333333334
2023-11-09,Rytíři Kladno,BK Mladá Boleslav,1,1,0.2,0.6,1.0,2.5,3.0,3.1,-1.5,-0.1,0.0
2023-11-09,Rytíři Kladno,Mountfield HK,3,2,0.2,0.55,1.0,2.5,3.3,2.7,-1.5,0.6,1.0
2023-11-10,HC Kometa Brno,Rytíři Kladno,1,0,0.4,0.3,2.3,2.3,1.2,2.5,0.0,-1.3,0.625
2023-11-10,HC Litvínov,HC Energie Karlovy Vary,4,5,0.2,0.6,2.2,2.9,2.9,2.5,-0.7,0.4,0.4166666666666667
2023-11-10,BK Mladá Boleslav,HC Oceláři Třinec,1,6,0.65,0.7,3.1,2.6,4.3,2.9,0.5,1.4,0.25
2023-11-10,Mountfield HK,HC Sparta Praha,3,1,0.5,0.55,3.2,2.7,2.9,3.0,0.5,-0.1,0.5
2023-11-10,HC Vítkovice Ridera,HC Dynamo Pardubice,2,5,0.4,0.8,3.3,3.1,3.7,2.4,0.2,1.3,0.625
2023-11-11,BK Mladá Boleslav,HC Vítkovice Ridera,1,5,0.65,0.4,2.9,2.8,3.3,3.3,0.1,0.0,0.6666666666666666
2023-11-11,HC Olomouc,HC Dynamo Pardubice,4,5,0.4,0.9,2.8,3.7,4.0,2.1,-0.9,1.9,1.0
2023-11-11,HC Oceláři Třinec,Rytíři Kladno,5,2,0.7,0.3,4.3,2.7,1.2,2.2,1.6,-1.0,0.8
2023-11-11,HC Kometa Brno,Bílí Tygři Liberec,4,4,0.45,0.4,2.3,2.2,2.8,3.0,0.1,-0.2,0.75
2023-11-11,Rytíři Kladno,Bílí Tygři Liberec,4,3,0.3,0.4,1.2,2.2,2.8,3.0,-1.0,-0.2,0.5
2023-11-12,Mountfield HK,HC Dynamo Pardubice,6,3,0.6,0.9,3.4,2.5,4.1,2.4,0.9,1.7,0.3333333333333333
2023-11-12,HC Olomouc,HC Oceláři Třinec,5,4,0.4,0.8,2.9,3.3,4.3,2.3,-0.4,2.0,0.5
2023-11-12,BK Mladá Boleslav,HC Olomouc,4,4,0.6,0.4,2.6,2.9,2.9,3.3,-0.3,-0.4,0.5
2023-11-12,HC Sparta Praha,HC Vítkovice Ridera,4,3,0.55,0.4,2.5,2.7,2.9,3.1,-0.2,-0.2,0.5714285714285714
2023-11-12,HC Kometa Brno,Mountfield HK,6,5,0.4,0.6,2.0,2.5,3.4,2.5,-0.5,0.9,1.0
2023-11-13,HC Vítkovice Ridera,HC Motor České Budějovice,2,1,0.3,0.35,2.7,3.2,1.8,2.5,-0.5,-0.7,0.14285714285714285
2023-11-13,HC Oceláři Třinec,Bílí Tygři Liberec,4,4,0.7,0.4,4.2,2.6,3.0,3.1,1.6,-0.1,0.875
2023-11-13,HC Škoda Plzeň,HC Vítkovice Ridera,0,5,0.6,0.3,2.4,2.7,2.7,3.2,-0.3,-0.5,0.0
2023-11-13,HC Oceláři Třinec,HC Litvínov,3,5,0.7,0.15,4.2,2.6,2.4,3.2,1.6,-0.8,0.625
2023-11-13,BK Mladá Boleslav,HC Olomouc,1,4,0.55,0.4,2.7,3.1,3.0,3.4,-0.4,-0.4,0.5
2023-11-14,HC Energie Karlovy Vary,HC Dynamo Pardubice,2,1,0.6,0.85,3.3,2.9,4.0,2.6,0.4,1.4,0.75
2023-11-14,HC Energie Karlovy Vary,BK Mladá Boleslav,2,1,0.6,0.5,3.3,2.9,2.6,3.3,0.4,-0.7,0.5555555555555556
2023-11-14,Mountfield HK,HC Vítkovice Ridera,0,8,0.5,0.45,3.4,3.3,3.0,2.8,0.1,0.2,0.5
2023-11-14,HC Vítkovice Ridera,Mountfield HK,5,6,0.45,0.5,3.0,2.8,3.4,3.3,0.2,0.1,0.5
2023-11-14,HC Energie Karlovy Vary,HC Dynamo Pardubice,6,1,0.6,0.85,3.3,2.9,4.0,2.6,0.4,1.4,0.75
2023-11-15,Mountfield HK,HC Litvínov,5,3,0.45,0.2,3.2,3.9,2.5,3.1,-0.7,-0.6,0.5
2023-11-15,HC Vítkovice Ridera,HC Kometa Brno,3,1,0.55,0.45,3.8,2.6,2.2,2.6,1.2,-0.4,0.25
2023-11-15,HC Olomouc,HC Litvínov,3,1,0.4,0.2,3.1,3.3,2.5,3.1,-0.2,-0.6,0.625
2023-11-15,HC Vítkovice Ridera,HC Kometa Brno,4,1,0.55,0.45,3.8,2.6,2.2,2.6,1.2,-0.4,0.25
2023-11-15,Rytíři Kladno,Bílí Tygři Liberec,4,3,0.35,0.45,1.4,2.5,3.1,3.1,-1.1,0.0,1.0
2023-11-16,HC Energie Karlovy Vary,HC Škoda Plzeň,2,0,0.7,0.5,3.2,2.3,1.8,2.7,0.9,-0.9,0.5
2023-11-16,HC Olomouc,HC Motor České Budějovice,4,3,0.5,0.35,3.2,3.1,1.6,2.2,0.1,-0.6,0.9
2023-11-16,HC Sparta Praha,BK Mladá Boleslav,10,3,0.55,0.5,2.7,2.9,2.5,3.0,-0.2,-0.5,1.0
2023-11-16,BK Mladá Boleslav,HC Motor České Budějovice,1,2,0.5,0.35,2.5,3.0,1.6,2.2,-0.5,-0.6,0.35714285714285715
2023-11-16,HC Oceláři Třinec,Rytíři Kladno,4,3,0.6,0.45,4.2,3.1,1.8,2.5,1.1,-0.7,0.8333333333333334
2023-11-17,HC Kometa Brno,HC Litvínov,5,3,0.35,0.2,2.0,2.9,2.5,3.3,-0.9,-0.8,0.875
2023-11-17,HC Oceláři Třinec,HC Kometa Brno,6,2,0.65,0.35,4.2,3.0,2.0,2.9,1.2,-0.9,0.625
2023-11-17,HC Olomouc,HC Škoda Plzeň,2,2,0.55,0.5,3.4,3.2,1.7,2.4,0.2,-0.7,1.0
2023-11-17,Bílí Tygři Liberec,HC Litvínov,4,5,0.4,0.2,3.2,3.3,2.5,3.3,-0.1,-0.8,0.6666666666666666
2023-11-17,HC Motor České Budějovice,HC Kometa Brno,2,1,0.4,0.35,1.8,2.2,2.0,2.9,-0.4,-0.9,0.25
2023-11-18,Rytíři Kladno,Mountfield HK,4,8,0.45,0.5,2.0,2.4,3.4,3.9,-0.4,-0.5,1.0
2023-11-18,HC Motor České Budějovice,HC Sparta Praha,3,2,0.4,0.6,1.8,2.3,3.6,3.1,-0.5,0.5,0.25
2023-11-18,HC Litvínov,Rytíři Kladno,0,2,0.2,0.45,2.6,4.0,2.0,2.4,-1.4,-0.4,0.5
2023-11-18,Bílí Tygři Liberec,HC Energie Karlovy Vary,5,2,0.3,0.75,3.0,3.5,3.1,2.0,-0.5,1.1,0.75
2023-11-18,BK Mladá Boleslav,Rytíři Kladno,4,3,0.3,0.45,2.2,3.8,2.0,2.4,-1.6,-0.4,0.9
2023-11-19,HC Sparta Praha,HC Olomouc,3,1,0.55,0.6,3.7,3.3,3.6,3.0,0.4,0.6,0.9
2023-11-19,HC Olomouc,HC Energie Karlovy Vary,0,3,0.6,0.75,3.6,3.0,3.0,1.9,0.6,1.1,0.25
2023-11-19,HC Olomouc,HC Motor České Budějovice,1,4,0.6,0.5,3.6,3.0,1.9,2.2,0.6,-0.3,0.9166666666666666
2023-11-19,BK Mladá Boleslav,HC Motor České Budějovice,6,2,0.3,0.5,2.1,3.8,1.9,2.2,-1.7,-0.3,0.3125
2023-11-19,Mountfield HK,HC Oceláři Třinec,2,4,0.6,0.65,3.9,3.7,4.5,3.2,0.2,1.3,0.9
2023-11-20,HC Oceláři Třinec,HC Sparta Praha,1,4,0.65,0.55,4.4,3.2,3.6,3.2,1.2,0.4,0.3333333333333333
